Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
APMIN,-,72.29,33.45,15.09,-12.00,0.93,-7.93,-2.52
RUDRA,-,72.25,28.80,-2.37,-8.38,0.03,-41.39,-3.04
NAGPI,-,72.22,55.15,29.36,13.64,0.25,34.44,7.27
SRPL,Agro Products,72.19,33.70,85.93,-52.85,-,-,-3.62
IL&FSENGG,Construction & Engineering,72.12,5.50,-0.25,-33.89,1.18,-18.95,-30.11
VINEETLAB,Specialty Chemicals,72.05,78.15,40.70,-41.71,-,-,-
COMFINCAP,-,71.89,66.25,17.16,35.98,1.05,65.12,19.77
APOORVA,-,71.81,35.95,20.81,41.36,-0.88,68.03,12.24
ALPHALOGIC,-,71.79,34.95,105.58,-,-,-,-
SIMMOND,-,71.79,64.10,-4.02,-6.12,1.06,-12.68,-1.56
TAINWALCHM,Plastic Products,71.68,76.55,-231.23,13.61,1.05,-5.51,-11.15
UNIAUTO,-,71.62,70.65,34.94,14.44,0.17,-,10.93
NETTLINX,-,71.59,62.45,-102.27,-14.97,1.24,8.10,9.73
JAIPURKURT,Apparel & Accessories,71.54,71.30,37.46,14.65,0.71,-,27.74
VIPPYSP,-,71.44,121.70,18.04,31.89,0.43,39.55,-0.10
MANOMAY,-,71.43,49.00,25.98,-,0.16,32.10,7.48
PANORAMA,-,71.13,57.15,14.06,36.64,-,-,131.73
E2E,Software Services,70.93,49.00,-62.77,-,0.87,-5.92,11.05
SAMBHAAV,Publishing,70.71,3.70,-42.86,-10.66,1.79,-0.16,3.17
DUROPLY,-,70.63,112.45,-28.71,2.52,0.90,17.36,0.96
SHISHIND,-,70.51,69.75,52.23,-,-0.06,-,49.61
BDH,-,70.41,122.30,11.09,15.42,0.59,14.21,4.15
KALYANIFRG,Iron & Steel,70.10,192.70,-39.61,-5.10,1.42,-23.77,-4.86
IVZINGOLD,Gold,69.97,4396.05,-,10.16,-0.05,14.75,-
KHFM,Business Support Services,69.49,71.65,21.32,-,-,70.92,20.73
MHLXMIRU,-,69.46,65.40,11.46,10.33,0.60,14.45,-3.59
UNISON,-,69.37,43.30,39.19,33.79,-,-,19.26
ENERGYDEV,Renewable Energy,69.35,14.60,-14.48,-32.41,0.86,14.46,-26.43
SIKKO,Fertilizers & Agro Chemicals,69.33,61.90,26.77,-,0.62,-,14.26
VMARCIND,Electrical Components & Equipments,69.27,30.40,11.96,-,-,-,10.40
PRESSMN,Advertising,69.25,28.15,12.21,-8.29,1.56,-16.88,-15.54
PRAKASHSTL,Building Products - Pipes,69.13,3.95,1.36,24.89,-1.02,121.38,-33.98
JAKHARIA,Textiles,69.09,170.00,-5.81,-,-,-,-11.70
DIVSHKT,-,68.90,67.10,10.94,-6.52,1.18,1.02,-4.94
ORIENTLTD,Packaging,68.90,68.90,-19.74,1.17,0.65,-26.70,-6.82
CENTEXT,Metals - Aluminium,68.80,8.60,31.56,3.05,1.98,8.61,2.03
URAVI,Electrical Components & Equipments,68.75,125.00,-52.48,-,-,-,-0.88
MAFSETF,Equity,68.54,18.58,-,-,-,-,-
LPDC,Real Estate,68.41,5.10,166.86,7.51,0.75,26.14,-10.31
MAHICKRA,Specialty Chemicals,68.31,84.10,22.03,-37.18,0.50,25.25,-
NATGENI,-,68.16,123.25,11.75,36.46,-,-,6.63
SHAHALLOYS,Iron & Steel,68.10,34.40,-1.22,25.39,1.37,27.65,1.28
POLYSPIN,-,68.00,68.00,7.78,22.35,0.41,17.20,11.86
EIKO,-,67.57,81.25,112.62,-,0.99,-,84.65
MITCON,Education Services,67.51,50.30,-37.72,-4.63,0.48,-,5.55
CORDSCABLE,Cables,67.16,51.95,15.40,-0.36,1.61,-15.17,2.63
SAMRATFORG,-,67.13,134.25,29.83,-,-,-,11.98
PUNJLLOYD,Construction & Engineering,67.12,2.00,-0.98,-36.58,1.67,-31.74,-13.58
UNIPLY,Wood Products,67.06,4.00,-2.36,-36.67,1.40,-88.60,23.57
NILASPACES,Real Estate,66.96,1.70,-27.90,-,-,-18.96,-
EMERGENT,-,66.82,146.25,16.02,3.19,-,-,249.88
NGIL,Packaged Foods & Meats,66.81,108.95,55.21,-,-,-,-
PARIN,Home Furnishing,66.71,60.00,14.38,-,-,-,6.45
ABCINDQ,-,66.47,122.70,26.80,4.49,0.80,25.18,3.68
VIKASWSP,Agro Products,66.44,3.25,-0.58,-,-,-61.41,-17.88
VCL,Textiles,66.26,110.00,389.76,-,-,-,108.83
AXISTECETF,Equity,66.17,364.45,-,-,-,-,-
VIJAYTX,-,66.17,36.15,-2.76,-7.16,1.42,0.38,-25.25
JAYSYN,-,66.12,76.00,14.69,-0.97,1.20,8.31,0.63
SBC,-,65.98,62.35,36.25,-,-,41.23,55.57
RTSPOWR,-,65.92,71.90,28.29,21.06,0.50,29.18,-10.74
21STCENMGM,Investment Banking & Brokerage,65.89,62.75,13.18,-,1.11,33.81,-
SKIL,Construction & Engineering,65.86,3.15,-0.13,-31.01,2.05,-38.12,22.35
CMICABLES,Cables,65.79,41.05,-0.34,-,1.99,-32.33,-9.10
INDSUCR,-,65.79,42.55,2.94,9.00,0.87,28.70,8.89
SABOOSOD,-,65.78,27.20,-95.33,25.12,1.93,60.83,6.59
LATIMMETAL,-,65.75,74.45,3.73,13.80,0.42,-,92.13
BODHTREE,-,65.67,32.90,5.16,4.90,0.22,-9.36,26.48
PWASML,-,65.66,64.00,17.42,20.73,0.88,31.40,0.61
COSCO,-,65.66,157.80,14.59,-3.12,0.80,4.84,3.40
TREJHARA,IT Services & Consulting,65.64,55.55,5.91,-,-,12.46,-
VIRATCRA,-,65.46,32.05,10.80,-7.57,0.69,-0.52,6.79
ANSALBU,-,65.42,88.60,9.79,9.81,0.95,27.82,-5.42
AUTOPINS,-,65.32,114.45,71.78,-,-,-,26.46
SUPERSPIN,Textiles,65.17,11.85,-8.24,0.26,1.61,28.56,-29.93
OMKARCHEM,Specialty Chemicals,65.13,31.65,32.73,-26.51,1.72,70.72,-34.50
SHILGRAVQ,-,65.00,105.70,6.34,4.90,1.25,-11.19,3.10
AUROLAB,-,64.94,104.20,9.04,25.67,0.85,19.13,14.19
GUJSTATFIN,-,64.87,7.28,-0.53,17.58,-0.75,86.76,-16.46
SHIVAAGRO,-,64.75,64.80,8.17,15.89,1.44,27.54,4.28
BNALTD,-,64.70,208.70,4.52,4.43,0.86,-1.97,9.43
ICDSLTD,Diversified Financials,64.48,49.50,-11.99,-,-,-,-8.94
CROISSANCE,-,64.37,9.39,3218.33,17.29,-0.40,-,-24.21
SCANDENT,-,64.20,20.00,15.81,9.75,0.53,30.54,94.52
SHERVANI,-,64.15,237.50,9.63,16.43,1.50,-42.65,-0.18
LOHIASEC,-,64.11,128.65,7.37,19.63,-,-,25.34
ZBINTXPP,-,63.90,898.40,14.33,16.42,-0.21,-,1.59
ARSSINFRA,Construction & Engineering,63.89,28.10,-1.23,-14.03,1.74,6.59,-15.20
PNC,Movies & TV Serials,63.87,44.15,-13.20,20.89,1.80,45.59,-17.22
CALCOM,-,63.86,60.15,84.02,73.19,1.78,47.13,31.96
KEYFINSERV,Investment Banking & Brokerage,63.80,90.90,5.66,22.02,1.38,53.49,-0.43
INDSWFTLTD,Pharmaceuticals,63.64,11.75,-2.13,14.77,1.26,36.46,2.67
VARIMAN,-,63.62,38.00,66.27,-,0.09,85.27,79.27
BANASFN,-,63.35,24.70,5.43,118.15,0.72,106.50,12.33
SONAMCLOCK,"Precious Metals, Jewellery & Watches",63.05,63.00,18.93,-43.41,-,34.47,15.88
HOVS,Outsourced services,63.01,50.05,24.42,-12.30,1.44,-37.89,-6.90
ALKA,-,63.00,1.26,-190.91,45.99,0.68,73.21,-41.89
INDIANVSH,-,62.85,16.65,-5.12,-18.50,0.13,-31.13,-23.04
HPIL,Diversified Chemicals,62.70,60.15,26.02,-,-,-,1.87
DHOOTIN,-,62.52,98.95,1.88,24.94,1.03,45.13,-16.98
SARVESHWAR,Packaged Foods & Meats,62.40,25.40,11.93,-,0.96,32.19,7.79
GODHA,Cables,62.35,56.15,-164.08,-,0.25,45.13,-
AURDIS,Alcoholic Beverages,62.32,76.00,20.23,3.50,1.44,-,8.61
MORARJEE,Textiles,62.30,17.15,-1.01,-20.47,1.51,-1.15,-10.45
AMBANIORG,Diversified Chemicals,62.20,103.10,36.37,-,-,-,21.58
AMDIND,Packaging,61.72,32.20,19.84,2.95,0.99,26.25,-5.83
HRYNSHP,-,61.67,100.00,6.43,8.18,1.14,18.08,-15.67
FLUIDOM,-,61.56,124.95,15.47,-7.14,0.95,-4.01,0.55
SAHARA,-,61.13,28.40,-9.73,-19.44,0.30,5.77,-66.97
BLBLIMITED,Investment Banking & Brokerage,61.06,11.55,53.56,15.79,0.72,36.66,13.08
SKCIL,-,61.06,50.90,-7.23,-8.14,1.17,5.91,7.81
AJOONI,Pharmaceuticals,60.98,60.95,164.82,-,1.34,67.01,31.01
PRANAVSP,-,60.80,31.60,-10.27,3.12,0.23,-,-37.07
AMRAPLIN,-,60.77,11.82,25.32,23.17,0.49,52.65,23.13
KIDUJA,-,60.73,354.10,-17.86,93.66,-,-,-
LIKHAMI,-,60.70,61.00,674.39,29.78,-,-,-7.06
ATVPR,-,60.61,11.41,8.76,14.45,1.40,20.19,-13.47
BENGALT,-,60.25,66.90,18.15,5.79,1.37,12.24,-16.18
LYKISLTD,-,60.06,31.00,-8.94,-8.12,0.12,19.18,-9.83
NAPL,-,60.05,111.50,96.86,2.72,-,-,46.20
ACML,-,60.00,41.00,5999.89,19.25,1.51,34.81,10.69
TERASOFT,IT Services & Consulting,59.99,47.95,71.42,-,2.04,18.81,-1.32
TIGLOB,-,59.98,118.35,5.96,35.93,0.47,14.27,0.11
LESHAIND,-,59.95,5.45,-5995.00,85.22,0.70,128.56,-21.62
CIMMCO,Rail,59.62,21.80,2.14,-19.29,1.95,-44.95,16.25
GITARENEW,-,59.55,144.80,-4.21,55.36,-0.26,-,-34.14
TEXELIN,-,59.46,71.25,27.92,-,-,-,3.13
SAHLIBHFI,-,59.44,118.80,16.93,16.61,0.82,6.40,10.23
GSTL,-,59.40,51.85,10.48,-,0.06,-,12.44
LOTUSCHO,-,59.39,46.25,34.53,1.71,1.77,14.91,-6.09
ARCHIES,Retail - Speciality,59.28,17.55,-24.80,-4.72,1.47,-13.30,-16.93
RAAJMEDI,-,59.28,54.20,25.66,50.16,-,-,77.43
UTTAMSTL,Iron & Steel,59.04,4.15,-0.25,-31.24,1.74,-28.37,-39.69
HINDCON,Commodity Chemicals,58.82,57.45,12.96,-,0.89,-,6.81
TARACHAND,Business Support Services,58.61,42.95,22.89,-,0.42,20.03,19.47
DHARSUGAR,Sugar,58.60,17.65,-1.54,-9.61,0.80,29.88,-37.02
MUNCAPM,-,58.53,65.10,-5853.14,-4.07,-,-,-14.28
BAGFILMS,Movies & TV Serials,58.39,2.95,-4.98,-7.26,0.37,-2.71,-2.81
MEGRISOFT,-,58.10,185.00,132.05,66.52,-,-,-5.59
UJAAS,Renewable Energy,58.08,2.90,-1.91,-40.40,1.56,-22.53,-33.28
BHANDARI,Apparel & Accessories,57.88,3.95,34.87,-,1.67,31.89,2.61
KRITIKA,Iron & Steel,57.69,32.50,68.68,-,-,-,-8.57
MTEDUCARE,Education Services,57.42,7.95,-1.90,-41.13,1.58,-47.49,-14.94
SKYIND,-,57.30,84.40,70.74,27.65,0.74,39.56,-0.01
DBSTOCKBRO,Investment Banking & Brokerage,57.05,16.30,184.03,1.34,0.98,38.88,24.73
MALUPAPER,Paper Products,56.98,33.40,-9.87,4.23,1.39,-16.53,-5.80
SUCHITRA,-,56.82,60.95,9.60,22.44,-0.15,36.80,61.19
VISHALBL,-,56.71,52.55,141.77,26.46,0.19,-,20.22
RDBRIL,-,56.69,32.80,14.14,-1.57,0.26,22.44,3.90
SAVERA,-,56.12,47.05,-13.65,-4.75,0.73,-15.63,-20.87
ANIKINDS,Commodities Trading,55.92,20.15,12.40,-0.49,0.96,4.05,-10.21
CENLUB,-,55.72,119.50,13.86,27.05,1.15,12.54,5.92
JETFREIGHT,Logistics,55.68,48.00,12.49,-,0.32,-,11.26
SEPOWER,Renewable Energy,55.43,13.65,-7.56,11.00,1.48,39.14,21.40
RASANDIK,-,55.27,92.50,-9.58,9.04,1.18,-16.89,-7.33
ALFREDHE,-,55.20,715.50,-262.84,4.32,0.72,2.71,-16.76
KDML,-,55.14,24.00,5.03,-13.65,-,-,-4.07
TRANSCOR,-,54.98,17.30,-11.77,-3.10,0.54,5.51,-5.24
ARYAMAN,-,54.96,47.05,73.29,13.30,0.06,-1.12,61.47
PRIMEFRESH,-,54.94,46.45,23.18,-,0.14,89.36,25.43
GUJHOTE,-,54.92,145.00,24.30,3.60,0.44,10.40,-10.46
REXNORD,-,54.80,49.10,20.15,-1.52,0.48,13.18,-0.23
DYNAMIC,Employment Services,54.75,40.50,53.15,-,-,-,-
SUPTANERY,-,54.63,5.06,11.48,3.31,1.29,24.14,-4.47
AARVEEDEN,Apparel & Accessories,54.54,23.25,-0.85,-21.44,1.30,-1.39,-19.41
OCTAL,-,54.33,108.65,110.89,48.59,-,-,21.37
RIR,-,54.20,77.90,40.45,13.45,0.54,21.98,0.93
TOYAMIND,-,54.18,2.55,159.37,-7.72,0.48,10.17,-10.17
TATIAGLOB,-,54.13,3.57,-8.48,64.10,-0.00,153.60,-9.79
SPMLINFRA,Construction & Engineering,54.06,14.75,-0.46,-22.42,1.63,-25.79,-18.64
NIBL,Industrial Machinery,53.91,22.25,13.55,-8.82,1.16,15.50,11.60
PANINDIAC,-,53.56,2.50,-50.53,53.85,0.22,108.14,-
MKPL,FMCG - Household Products,53.55,128.40,5.15,-,-,-,16.62
SOMICONVEY,Industrial Machinery,53.54,45.45,30.25,4.00,1.32,19.49,-4.60
MARIS,-,53.25,67.20,7.89,13.94,0.88,31.59,0.23
KKVAPOW,Renewable Energy,53.18,938.20,115.62,28.10,-,-,130.34
KWALITY,FMCG - Foods,53.10,2.20,-0.04,-55.18,2.47,-83.06,-54.76
VRFILMS,-,53.01,386.40,30.29,-,-,-,9.73
CBPL,-,52.82,70.00,277.98,-,-,-,-2.37
MEGASTAR,-,52.74,53.25,12.59,-,-0.07,-,16.34
MARSHALL,Industrial Machinery,52.67,36.20,97.54,-,-,8.30,8.90
DRHABEEB,-,52.60,24.80,-67.43,23.91,0.60,7.51,-46.76
VARDMNPOLY,Textiles,52.50,23.55,-0.93,-21.52,1.29,53.83,-12.61
DJML,-,52.44,124.45,40.97,-,-,-,31.51
CHORDIA,-,52.37,130.00,67.14,3.72,0.97,2.59,13.17
DOLFIN,-,52.28,69.50,18.34,-,-,67.96,14.83
WALLFORT,-,52.26,53.95,3.48,4.64,0.88,29.00,10.95
KISAN,-,52.15,15.40,-1.11,-25.61,2.08,-43.74,-14.67
KOTAKPSUBK,Equity,51.99,276.95,-,-4.42,1.57,-18.41,-
GIANLIFE,-,51.94,110.50,25.84,-,-,-,-
EMERALL,-,51.81,103.50,-4.79,18.28,0.26,-,-7.26
ICICISENSX,Equity,51.79,650.78,-,19.16,0.88,3.24,-
SHRADHA,Real Estate,51.59,50.95,30.52,35.88,0.85,23.01,-30.71
GALACTICO,-,51.58,45.00,24.68,-,-,-,-
COLORCHIPS,-,51.54,30.30,-13.71,-16.78,0.60,-23.05,14.58
INDIAHOME,-,51.13,35.80,45.65,-13.78,0.73,-23.81,48.64
MANUGRAPH,Industrial Machinery,51.10,16.80,-1.78,-17.81,1.07,-15.96,-36.57
DCI,IT Services & Consulting,51.00,85.00,23.18,-,-,-,-
RAJNISH,-,50.99,109.10,566.56,-,-,-,5.23
CREATIVE,-,50.98,392.15,17.95,59.91,0.36,9.37,3.85
MEDICAPQ,-,50.88,40.80,4.57,14.76,1.22,39.36,6.32
SWARNSAR,-,50.84,24.35,9.28,-1.07,1.09,37.29,12.17
NATFIT,-,50.82,55.95,30.99,-25.39,1.13,-30.36,-0.61
HINDMILL,-,50.69,304.50,2.96,-2.76,0.45,9.21,-11.13
BEMHY,-,50.56,231.20,12.80,15.59,0.88,45.51,24.54
AISL,Construction & Engineering,50.52,52.15,11.75,-,0.69,15.64,20.76
OKPLA,-,50.52,26.30,-6.29,-26.90,1.00,-11.29,-2.51
MISHKA,-,50.36,34.85,193.69,3.04,-0.22,-,-26.14
GOGIACAP,-,50.32,79.60,20.13,19.18,-0.06,-,16.30
TDSL,-,50.26,24.60,-3.63,-,0.76,-18.79,-0.30
SVCIND,-,50.23,3.08,-10.38,24.01,-0.89,80.89,-
NARBADA,-,50.02,32.95,24.64,36.75,0.33,12.56,23.85
KRRAIL,-,49.94,31.65,11.78,28.60,-,-,4.79
SVRL,-,49.93,45.15,14.23,-,-,-,-
STL,-,49.79,47.50,-48.82,-,0.81,-,4.48
LEHAR,-,49.79,36.40,50.81,1.40,1.36,5.87,8.51
LEENEE,-,49.75,8.92,118.45,23.22,0.95,90.17,21.57
KESARPE,-,49.40,5.11,100.82,-35.84,1.77,-16.07,-2.79
CHOWGULSTM,-,49.34,13.59,14.10,1.14,0.18,25.64,-3.25
WHITEORG,-,49.31,14.09,164.38,-2.39,1.34,-7.21,101.16
NITIRAJ,Electronic Equipments,49.31,48.10,13.85,37.18,0.23,-,-2.46
BINNYMILLS,-,49.26,154.50,2.22,-4.60,1.07,38.62,38.17
ARYACAPM,-,49.05,40.95,188.64,18.53,-,-,68.52
GUJCRAFT,-,48.81,99.85,13.83,38.28,0.10,54.29,5.04
RJKMRFR,-,48.79,44.60,13.63,3.47,1.12,-0.57,24.89
AAATECH,IT Services & Consulting,48.74,57.00,42.76,-,-,-,-2.03
ATISHAY,-,48.65,44.30,19.62,-2.29,1.02,-14.05,6.80
SWASTIVI,-,48.51,5.39,31.29,20.75,1.70,46.52,-2.28
RAYALEMA,-,48.34,28.55,172.65,21.48,0.69,38.45,-14.11
CALSOFT,IT Services & Consulting,48.30,31.25,-210.02,41.80,1.03,13.50,-25.23
CHENFERRO,-,48.30,134.00,9.55,95.02,1.18,-,10.78
WESTLEIRES,-,48.24,158.00,482.43,21.63,-,-,2.13
SHALPRO,-,48.23,0.49,689.03,0.00,-0.04,-0.31,10.77
REMLIFE,-,48.15,133.75,102.45,-,-,-,84.08
VAL,-,48.08,45.70,-80.13,10.49,0.58,-,-30.18
KPT,-,48.02,141.25,22.23,39.23,0.88,26.05,9.07
SALAUTO,-,48.00,200.00,57.14,50.10,1.54,-13.42,-0.11
BAROEXT,-,47.99,3.22,-479.94,65.42,-1.19,151.71,15.59
DECCAN,-,47.93,30.50,122.89,-,-,-35.88,15.90
BANARBEADS,Apparel & Accessories,47.88,72.15,20.03,12.16,0.19,21.85,-6.70
SUPREMEENG,Iron & Steel,47.87,19.15,-16.23,-,-,-1.73,-8.47
SPTRSHI,-,47.63,14.00,122.13,62.91,0.69,-,184.99
BCONCEPTS,Retail - Department Stores,47.57,44.95,-7.53,-,0.91,26.97,-3.28
TRIVENIENT,-,47.57,8.31,594.58,-36.50,-,-,-50.70
CELEBRITY,Apparel & Accessories,47.53,9.95,-8.53,0.10,1.28,11.09,0.61
FMNL,Real Estate,47.47,8.25,-1.54,-22.15,2.14,-54.48,-7.94
AFEL,-,47.36,39.10,59.95,34.72,0.48,200.48,2.61
RATHIBAR,-,47.36,29.00,20.50,25.62,0.86,24.04,8.99
BGWTATO,-,47.26,164.05,27.48,18.30,-0.04,21.12,10.16
BANG,Apparel & Accessories,47.26,34.85,33.52,9.15,1.49,-9.37,-17.54
BRPL,-,47.20,41.55,21.17,35.05,-0.71,-,13.11
ITL,-,47.10,142.85,9.50,22.95,1.04,-6.04,9.50
MAINFRA,-,47.00,37.60,65.28,11.31,0.85,16.76,13.59
MADHAV,Building Products - Granite,46.97,52.50,-109.24,1.22,1.35,2.45,-4.57
VEGETABLE,-,46.96,4.30,-313.04,-1.43,-0.08,8.06,1.97
RAMINFO,-,46.92,70.30,26.21,20.04,1.53,22.22,28.19
SAGARDEEP,Metals - Diversified,46.91,27.50,360.83,5.54,0.43,10.81,-14.28
LFIC,Diversified Financials,46.91,156.35,5.12,27.12,0.95,28.94,25.75
NETFPHARMA,Equity,46.89,13.54,-,-,-,-,-
ZENITHEXPO,Textiles,46.68,86.50,-36.18,12.74,1.95,51.09,-26.05
JOONKTOLL,-,46.66,112.65,-4.89,-4.92,0.86,-10.58,-0.85
ABHICAP,-,46.57,67.25,58.95,-5.66,-,-,-4.16
MEHAI,-,46.53,43.45,517.05,-,0.41,2.68,32.79
KTIL,-,46.49,42.55,-1.98,-27.33,1.44,-15.31,0.49
ADESHWAR,-,46.47,32.20,27.99,-,-,-,-
SANGINITA,Commodity Chemicals,46.45,26.90,60.32,-,0.75,-1.78,1.70
SIMRAN,-,46.39,122.35,3.69,27.76,1.75,47.40,-6.33
NSL,-,46.39,28.90,15.62,-,-,11.76,111.32
JAGANLAM,-,46.16,66.95,22.19,40.27,0.32,67.44,18.02
NITINCAST,-,46.09,89.65,14.14,25.07,0.37,24.94,-0.36
ISFL,-,46.08,4.85,135.51,62.35,0.45,-,23.68
VALIANT,-,45.91,63.55,28.51,-1.32,1.22,21.81,10.71
LLFICL,-,45.80,85.85,57.98,-,0.69,50.58,94.73
UNIVSTAR,-,45.67,108.75,7.18,33.24,0.80,35.25,12.10
WHBRADY,-,45.62,178.90,10.61,4.86,1.14,19.00,2.76
AARTECH,-,45.54,43.00,54.86,-,-,-,2.98
AICHAMP,-,45.52,14.80,-2.61,-13.03,1.08,16.80,-19.91
LXMIATO,-,45.49,680.25,17.84,86.25,0.68,33.04,8.70
SOMATEX,Textiles,45.42,13.75,-2.11,8.02,1.06,47.07,-39.72
KLRFM,-,45.38,80.45,10.08,2.24,0.72,28.40,1.49
SERVOTECH,Electrical Components & Equipments,45.23,24.70,48.63,-,0.47,-,11.39
INSILCO,-,45.03,7.18,-0.78,-21.61,1.12,-37.34,-42.61
SONAL,-,44.66,30.30,3.16,29.10,1.24,62.39,51.36
WIPL,Wood Products,44.60,52.55,-165.19,-,0.66,-9.08,-0.97
TIRUPATI,Commodity Chemicals,44.57,44.00,9.34,-,1.35,-,13.55
MDL,Home Furnishing,44.30,26.00,1107.61,-,0.32,-,-0.06
RONI,-,44.23,102.00,276.42,-,-,-,-
LACTOSE,-,44.20,38.65,-17.75,-11.46,0.68,1.24,-0.24
NAGREEKEXP,Textiles,44.19,35.35,-5.31,2.17,1.48,11.01,-4.80
GLOBAL,Education Services,44.18,43.40,13.98,-,0.98,36.01,19.48
SANWARIA,FMCG - Foods,44.17,0.60,-5.77,-26.14,1.99,-76.74,-75.82
SURYAAMBA,-,44.02,150.15,10.36,18.05,0.79,37.22,-3.16
BVCL,Cement,43.99,19.85,18.72,-1.54,1.30,-0.73,2.93
VASWANI,Iron & Steel,43.95,14.65,10.83,10.86,1.86,24.66,5.74
NATPLASTI,-,43.89,72.20,34.29,6.83,0.42,34.73,4.33
PIGL,Power Infrastructure,43.82,51.05,12.70,-,-,-,10.80
BESTEAST,-,43.81,26.00,-76.86,-3.14,0.62,-46.33,-14.60
TIMESGTY,Investment Banking & Brokerage,43.66,48.55,6.66,16.22,1.36,27.34,135.81
ADVAIT,-,43.63,85.55,9.17,-,-,-,42.89
KRIDHANINF,Iron & Steel,43.60,4.60,-1.96,-39.95,2.02,-61.40,-43.32
HPCOTTON,-,43.38,113.85,12.02,24.38,0.79,40.47,1.30
GODAVARI,-,43.34,57.55,10.52,7.49,1.15,32.01,11.53
TCFCFINQ,-,43.24,41.25,4.53,4.00,0.77,8.23,-42.70
TTFL,-,43.20,42.90,120.00,-,-0.19,20.16,-4.73
CHCL,-,43.10,18.45,718.34,-,-,-2.28,9.14
BIOGEN,-,43.07,0.66,-26.10,14.87,-0.33,78.06,-
INOVSYNTH,-,42.97,17.70,-81.08,10.71,1.03,42.38,-
MHHL,Health Care Equipment & Supplies,42.95,23.55,7.24,-,1.39,-1.64,2.31
GCMSECU,-,42.93,2.26,23.59,-33.32,-,-,-0.72
REXPIPES,Building Products - Pipes,42.87,49.85,42.45,-,-,-,-
PUNJCOMMU,-,42.86,35.65,-3.60,-3.57,0.40,20.28,-0.27
KIFS,-,42.68,39.45,11.23,8.70,0.45,-18.77,24.13
YAMNINV,-,42.58,0.81,212.92,-52.20,0.20,29.01,-23.72
AKASHDEEP,-,42.51,50.00,51.85,31.95,1.10,7.94,-36.89
NIBE,-,42.46,40.75,353.80,37.14,-0.11,-,-21.45
RIBATEX,-,42.42,43.95,7.22,4.07,0.88,-11.57,10.39
KREONFIN,-,42.41,42.15,-90.23,42.39,-,-,18.37
NITINFIRE,Business Support Services,42.38,1.45,-0.25,-45.01,1.01,29.72,4.32
MODIPON,-,42.37,36.60,73.05,6.23,2.02,60.11,-34.94
NPST,Software Services,42.36,65.55,39.96,-,-,-,-
ASHOKALC,-,42.35,92.05,12.35,-1.24,1.09,7.60,-39.85
ELEMARB,-,42.24,115.40,-54.85,2.91,0.28,-14.61,-20.63
DLTNCBL,-,42.16,48.80,68.01,22.21,1.62,35.26,3.93
MOHITE,-,42.11,20.95,11.86,1.76,-0.32,-,-6.91
CHANDRAP,-,42.05,113.70,7.36,43.02,0.69,83.17,34.58
SUNLOC,-,42.04,41.00,-64.68,-13.69,0.71,18.08,2.93
FILATFASH,-,42.02,4.34,350.15,-9.38,0.88,49.13,-13.13
SUPREME,-,41.76,11.77,31.16,-19.12,1.95,-9.72,183.22
ANJANI,-,41.67,28.25,14.32,1.95,0.23,28.44,-7.43
SECMARK,-,41.65,101.00,26.36,-,-,-,32.98
SURJIND,-,41.65,48.15,112.57,-,-,-,-
EMERALD,-,41.24,14.20,29.89,-14.04,-0.02,29.60,47.90
TITANSEC,-,41.03,16.40,4.00,48.78,0.97,63.39,-0.85
GKB,-,40.95,81.25,-45.51,-6.79,0.85,4.24,1.05
INANI,-,40.92,22.00,26.92,-16.84,1.24,22.61,3.42
HINDHARD,-,40.92,273.05,12.87,25.19,0.55,65.93,-4.37
UCL,Specialty Chemicals,40.89,56.00,16.90,-,-,-,7.25
ACTIVE,-,40.84,27.00,816.76,-,0.11,-,-8.11
MERCATOR,Logistics,40.83,1.35,-0.12,-48.30,0.85,-45.90,-31.45
KEMISTAR,-,40.78,37.90,92.68,20.56,-,7.65,71.15
BLUECLOUDS,-,40.66,10.90,4065.79,10.69,-,-,-35.16
VAMA,-,40.61,7.73,19.53,-11.58,1.21,2.99,-10.35
HECPROJECT,Electrical Components & Equipments,40.55,40.00,126.73,17.58,-,-,-19.92
SKYLMILAR,-,40.47,10.06,16.93,13.25,1.35,65.03,-11.50
VSCL,Specialty Chemicals,40.46,31.65,-14.66,-,1.98,-,0.84
SWISSMLTRY,-,40.11,8.16,2005.26,-,0.61,57.94,-9.66
FLEXITUFF,Packaging,40.06,16.10,-0.68,-39.00,2.81,-15.13,-7.20
YASHCHEM,-,40.05,39.10,21.19,9.01,0.68,-24.29,-4.29
ARTEFACT,-,40.05,55.05,10.19,21.26,0.42,32.08,2.67
NETFNV20,Equity,40.02,98.21,-,22.03,0.78,10.83,-
IFINSEC,-,39.91,16.00,11.53,10.97,-1.31,-,19.07
BEARDSELL,Building Products - Prefab Structures,39.90,14.20,-95.00,-48.26,0.11,0.08,-3.97
SMFIL,-,39.88,3.91,59.52,-3.78,0.35,98.56,1.30
INNOVTEC,-,39.88,17.75,-17.49,-16.94,0.69,-14.60,9.91
SUPREMEINF,Construction & Engineering,39.83,15.50,-0.05,-26.75,1.50,-11.40,-26.65
FERVENTSYN,-,39.75,13.25,248.44,-14.11,0.55,5.45,-9.84
SAGAR,-,39.70,29.95,4.48,-,0.25,94.32,-
SRIKPRIND,-,39.69,19.70,4.12,-5.07,0.83,14.05,-12.04
